transaction_id,transaction_datetime,customer_id,customer_segment,product_id,product_name,category,unit_price,quantity,discount_pct,tax_pct,shipping_cost,subtotal,discount_amount,tax_amount,total_amount,channel,fulfillment_type,shipper,country,city,payment_mode,payment_status,order_status,coupon_code,source_campaign,referrer,store_id,sales_rep_id,return_flag,return_reason
TX20250000265,2025-06-20 09:29:00,CUST100413,SME,PROD1011,Desk Lamp,Home,3284.74,3,0.1,0.12,79.0,9854.22,985.42,1064.26,10012.06,Store,Ship,FedEx,India,Ahmedabad,COD,Success,Delivered,LOYALTY,,,STR001,,0,
TX20250000266,2025-03-17 07:24:00,CUST101370,Enterprise,PROD1002,Tablet,Electronics,55440.19,3,0.0,0.05,0.0,166320.57,0.0,8316.03,174636.6,Online,Digital,,India,Pune,NetBanking,Success,Refunded,,DIWALI2025,,,,1,Not as described
TX20250000267,2025-07-27 13:52:00,CUST100357,Retail,PROD1013,SSD 1TB,Storage,9169.26,3,0.0,0.12,0.0,27507.78,0.0,3300.93,30808.71,Store,Pickup,,Germany,Berlin,Visa,Success,Placed,,EMAIL_NEWS,Google,STR002,SR1002,0,
TX20250000268,2025-07-11 05:08:00,CUST100732,Enterprise,PROD1009,Printer,Office,39523.99,10,0.1,0.12,0.0,395239.9,39523.99,42685.91,398401.82,Online,Pickup,,UK,Manchester,Visa,Success,Delivered,WELCOME,EMAIL_NEWS,YouTube,STR003,,0,
TX20250000269,2025-06-08 08:10:00,CUST101328,Corporate,PROD1001,Phone,Electronics,84430.85,2,0.0,0.05,79.0,168861.7,0.0,8443.09,177383.79,Online,Ship,Delhivery,India,Kolkata,COD,Success,Delivered,,SUMMER_SALE,YouTube,STR002,,0,
TX20250000270,2025-07-17 01:17:00,CUST101252,Retail,PROD1013,SSD 1TB,Storage,10962.07,1,0.1,0.18,49.0,10962.07,1096.21,1775.85,11690.71,MobileApp,Pickup,,Germany,Berlin,COD,Success,Confirmed,,SOCIAL_ADS,LinkedIn,,,0,
TX20250000271,2025-09-11 21:06:00,CUST101388,Corporate,PROD1010,Office Chair,Furniture,3126.69,1,0.0,0.12,49.0,3126.69,0.0,375.2,3550.89,Online,Pickup,,USA,Seattle,MasterCard,Success,Delivered,,EMAIL_NEWS,,,,0,
TX20250000272,2025-05-29 18:59:00,CUST101317,Corporate,PROD1008,Monitor,Electronics,52073.98,3,0.0,0.12,49.0,156221.94,0.0,18746.63,175017.57,Marketplace,Ship,UPS,India,Ahmedabad,MasterCard,Success,Shipped,,SUMMER_SALE,YouTube,STR003,,0,
TX20250000273,2025-04-12 10:34:00,CUST100481,Retail,PROD1007,Mouse,Accessories,1343.29,3,0.1,0.12,49.0,4029.87,402.99,435.23,4111.11,Marketplace,Ship,DHL,Germany,Frankfurt,MasterCard,Refunded,Refunded,SAVE5,,YouTube,STR003,,1,
TX20250000274,2025-03-26 07:47:00,CUST101141,Retail,PROD1013,SSD 1TB,Storage,10700.92,7,0.1,0.05,0.0,74906.44,7490.64,3370.79,70786.59,Store,Ship,Delhivery,Germany,Hamburg,Amex,Success,Shipped,SAVE5,NEW_USER10,Affiliate,STR003,SR1003,0,
TX20250000275,2025-05-13 01:47:00,CUST100199,Corporate,PROD1000,Laptop,Electronics,98017.24,2,0.05,0.12,99.0,196034.48,9801.72,22347.93,208679.69,Store,Pickup,,Canada,Montreal,NetBanking,Success,Shipped,LOYALTY,SUMMER_SALE,YouTube,STR001,SR1002,0,
TX20250000276,2025-03-11 13:49:00,CUST100401,Corporate,PROD1001,Phone,Electronics,70247.71,2,0.1,0.12,49.0,140495.42,14049.54,15173.51,141668.39,MobileApp,Pickup,,USA,Boston,MasterCard,Success,Placed,WELCOME,SOCIAL_ADS,Direct,STR003,,0,
TX20250000277,2025-03-21 14:52:00,CUST101348,Corporate,PROD1007,Mouse,Accessories,5428.97,1,0.15,0.05,0.0,5428.97,814.35,230.73,4845.35,Online,Digital,,Germany,Frankfurt,,Pending,Refunded,SAVE5,FESTIVE15,Google,STR001,,1,
TX20250000278,2025-01-15 03:20:00,CUST100793,SME,PROD1008,Monitor,Electronics,46251.39,1,0.0,0.12,0.0,46251.39,0.0,5550.17,51801.56,Marketplace,Digital,,USA,Austin,Amex,Success,Shipped,,EMAIL_NEWS,Google,STR001,,0,
TX20250000279,2025-07-15 15:52:00,CUST100845,SME,PROD1013,SSD 1TB,Storage,5921.42,1,0.1,0.18,79.0,5921.42,592.14,959.27,6367.55,Store,Ship,FedEx,USA,San Francisco,NetBanking,Success,Shipped,SAVE15,SOCIAL_ADS,Google,STR003,,0,
TX20250000280,2025-05-24 09:35:00,CUST101151,Enterprise,PROD1009,Printer,Office,33423.07,2,0.2,0.18,0.0,66846.14,13369.23,9625.84,63102.75,Marketplace,Digital,,Canada,Montreal,COD,Success,Placed,SAVE10,,,STR003,,0,
TX20250000281,2025-03-31 10:06:00,CUST100108,Retail,PROD1003,Headphones,Electronics,12515.23,1,0.0,0.12,79.0,12515.23,0.0,1501.83,14096.06,MobileApp,Pickup,,UK,Manchester,Cash,Success,Shipped,,EMAIL_NEWS,,STR002,,0,
TX20250000282,2025-02-25 16:41:00,CUST100926,Retail,PROD1009,Printer,Office,11594.37,7,0.0,0.18,0.0,81160.59,0.0,14608.91,95769.5,MobileApp,Digital,,Canada,Calgary,MasterCard,Failed,Cancelled,,NEW_USER10,,STR003,,0,
TX20250000283,2025-04-28 06:53:00,CUST100793,Enterprise,PROD1012,Router,Networking,12644.71,1,0.05,0.18,199.0,12644.71,632.24,2162.24,14373.71,Store,Ship,FedEx,India,Pune,MasterCard,Pending,Returned,SAVE15,SOCIAL_ADS,LinkedIn,STR002,SR1001,1,Late delivery
TX20250000284,2025-04-29 21:53:00,CUST100919,Corporate,PROD1010,Office Chair,Furniture,14333.85,3,0.1,0.05,79.0,43001.55,4300.16,1935.07,40715.46,MobileApp,Ship,FedEx,Canada,Toronto,Amex,Success,Delivered,SAVE15,SUMMER_SALE,Instagram,,,0,
TX20250000285,2025-08-04 09:07:00,CUST100955,Corporate,PROD1000,Laptop,Electronics,116994.47,3,0.0,0.05,0.0,350983.41,0.0,17549.17,368532.58,Store,Ship,BlueDart,Canada,Montreal,UPI,Success,Delivered,,FESTIVE15,Facebook,STR002,,0,
TX20250000286,2025-06-01 18:35:00,CUST101034,Corporate,PROD1006,Keyboard,Accessories,3678.04,3,0.0,0.18,79.0,11034.12,0.0,1986.14,13099.26,Marketplace,Ship,BlueDart,UK,Manchester,COD,Success,Shipped,,SUMMER_SALE,Affiliate,STR004,,0,
TX20250000287,2025-08-13 22:49:00,CUST101329,Retail,PROD1001,Phone,Electronics,21309.59,1,0.1,0.18,49.0,21309.59,2130.96,3452.15,22679.78,Store,Pickup,,USA,Boston,UPI,Success,Refunded,SAVE15,NEW_USER10,YouTube,STR001,SR1003,1,
TX20250000288,2025-05-29 16:21:00,CUST101106,SME,PROD1000,Laptop,Electronics,42363.86,3,0.05,0.18,79.0,127091.58,6354.58,21732.66,142548.66,Store,Pickup,,Germany,Berlin,MasterCard,Success,Shipped,,,Direct,STR002,,0,
TX20250000289,2025-05-18 08:13:00,CUST100134,Corporate,PROD1010,Office Chair,Furniture,16904.34,1,0.0,0.18,0.0,16904.34,0.0,3042.78,19947.12,MobileApp,Digital,,Germany,Berlin,MasterCard,Failed,Returned,,EMAIL_NEWS,YouTube,,,1,
TX20250000290,2025-03-05 02:06:00,CUST101405,Corporate,PROD1000,Laptop,Electronics,109514.46,2,0.0,0.12,99.0,219028.92,0.0,26283.47,245411.39,Store,Ship,UPS,India,Mumbai,Visa,Failed,Delivered,,EMAIL_NEWS,Facebook,STR003,SR1003,0,
TX20250000291,2025-08-29 10:38:00,CUST100794,Enterprise,PROD1010,Office Chair,Furniture,10503.98,5,0.05,0.12,0.0,52519.9,2626.0,5987.27,55881.17,Marketplace,Pickup,,India,Kolkata,NetBanking,Success,Delivered,SAVE5,FESTIVE15,Direct,STR004,,0,
TX20250000292,2025-02-01 06:44:00,CUST101435,Retail,PROD1005,Smart Watch,Wearables,5081.13,1,0.15,0.18,0.0,5081.13,762.17,777.41,5096.37,Online,Pickup,,UK,London,MasterCard,Pending,Confirmed,SAVE10,EMAIL_NEWS,,STR003,,0,
TX20250000293,2025-05-16 00:58:00,CUST101092,Corporate,PROD1002,Tablet,Electronics,33644.31,3,0.0,0.18,0.0,100932.93,0.0,18167.93,119100.86,Marketplace,Digital,,UK,Manchester,MasterCard,Pending,Refunded,,SOCIAL_ADS,LinkedIn,,,1,
TX20250000294,2025-03-01 01:59:00,CUST101133,Corporate,PROD1001,Phone,Electronics,77631.02,1,0.0,0.05,0.0,77631.02,0.0,3881.55,81512.57,Online,Digital,,Canada,Calgary,UPI,Refunded,Returned,,SOCIAL_ADS,LinkedIn,STR001,,1,Wrong item delivered
TX20250000295,2025-08-18 07:49:00,CUST100845,Corporate,PROD1002,Tablet,Electronics,54848.31,1,0.0,0.05,0.0,54848.31,0.0,2742.42,57590.73,MobileApp,Digital,,UK,Manchester,Visa,Success,Delivered,,,Affiliate,STR004,,0,
TX20250000296,2025-03-27 05:01:00,CUST100149,SME,PROD1010,Office Chair,Furniture,24871.07,3,0.05,0.05,99.0,74613.21,3730.66,3544.13,74525.68,Store,Ship,FedEx,USA,Boston,UPI,Refunded,Returned,SAVE15,,Instagram,STR001,SR1001,1,Wrong item delivered
TX20250000297,2025-01-30 19:07:00,CUST100995,Enterprise,PROD1005,Smart Watch,Wearables,21365.44,1,0.2,0.18,79.0,21365.44,4273.09,3076.62,20247.97,Store,Ship,DHL,Canada,Montreal,Cash,Refunded,Cancelled,SAVE15,NEW_USER10,Facebook,STR002,SR1003,0,
TX20250000298,2025-02-16 22:15:00,CUST100736,Corporate,PROD1010,Office Chair,Furniture,12008.51,2,0.1,0.18,0.0,24017.02,2401.7,3890.76,25506.08,Store,Pickup,,Germany,Frankfurt,MasterCard,Success,Delivered,LOYALTY,SUMMER_SALE,Direct,STR003,SR1001,0,
TX20250000299,2025-05-24 11:07:00,CUST100402,SME,PROD1011,Desk Lamp,Home,4895.43,7,0.0,0.18,0.0,34268.01,0.0,6168.24,40436.25,Online,Digital,,India,Delhi,Cash,Success,Cancelled,,FESTIVE15,YouTube,STR004,,0,
TX20250000300,2025-04-02 18:39:00,CUST100435,Retail,PROD1008,Monitor,Electronics,7682.21,4,0.1,0.12,0.0,30728.84,3072.88,3318.72,30974.68,Marketplace,Digital,,USA,Austin,Amex,Pending,Delivered,WELCOME,EMAIL_NEWS,Instagram,STR001,,0,
TX20250000301,2025-03-06 20:19:00,CUST101026,Retail,PROD1006,Keyboard,Accessories,5176.89,1,0.1,0.12,0.0,5176.89,517.69,559.1,5218.3,Online,Digital,,USA,Chicago,NetBanking,Success,Confirmed,LOYALTY,SUMMER_SALE,Google,STR004,,0,
TX20250000302,2025-06-10 20:15:00,CUST101350,Corporate,PROD1011,Desk Lamp,Home,3336.93,1,0.0,0.18,0.0,3336.93,0.0,600.65,3937.58,Marketplace,Pickup,,India,Hyderabad,PayPal,Success,Shipped,,SUMMER_SALE,,STR001,,0,
TX20250000303,2025-05-31 17:44:00,CUST101060,SME,PROD1006,Keyboard,Accessories,3201.02,1,0.15,0.12,79.0,3201.02,480.15,326.5,3126.37,Marketplace,Ship,BlueDart,India,Chennai,Visa,Refunded,Refunded,,FESTIVE15,Google,STR003,,1,Not as described
TX20250000304,2025-03-16 02:51:00,CUST100775,SME,PROD1009,Printer,Office,15467.85,8,0.1,0.18,0.0,123742.8,12374.28,20046.33,131414.85,Online,Digital,,UK,Leeds,,Pending,Confirmed,WELCOME,EMAIL_NEWS,LinkedIn,STR003,,0,
TX20250000305,2025-01-06 02:21:00,CUST101237,Retail,PROD1008,Monitor,Electronics,47744.93,10,0.1,0.05,0.0,477449.3,47744.93,21485.22,451189.59,Marketplace,Ship,FedEx,USA,New York,UPI,Success,Shipped,WELCOME,NEW_USER10,Direct,STR001,,0,
TX20250000306,2025-08-27 16:41:00,CUST100676,Retail,PROD1007,Mouse,Accessories,3422.5,3,0.05,0.18,79.0,10267.5,513.38,1755.74,11588.86,Marketplace,Pickup,,USA,Chicago,Visa,Failed,Placed,LOYALTY,,Google,STR004,,0,
TX20250000307,2025-07-25 05:02:00,CUST100329,Corporate,PROD1010,Office Chair,Furniture,20380.67,1,0.0,0.18,0.0,20380.67,0.0,3668.52,24049.19,Online,Digital,,USA,New York,Visa,Pending,Shipped,,DIWALI2025,,STR002,,0,
TX20250000308,2025-05-29 02:01:00,CUST100175,Corporate,PROD1007,Mouse,Accessories,1261.23,1,0.15,0.18,79.0,1261.23,189.18,192.97,1344.02,Marketplace,Pickup,,USA,San Francisco,Cash,Success,Delivered,,EMAIL_NEWS,Google,STR004,,0,
TX20250000309,2025-01-10 01:24:00,CUST101046,SME,PROD1002,Tablet,Electronics,42199.33,1,0.05,0.18,0.0,42199.33,2109.97,7216.08,47305.44,Store,Pickup,,Canada,Toronto,MasterCard,Success,Confirmed,SAVE10,SUMMER_SALE,YouTube,STR002,,0,
TX20250000310,2025-03-21 21:45:00,CUST100974,Retail,PROD1014,Power Bank,Accessories,1801.48,2,0.0,0.18,0.0,3602.96,0.0,648.53,4251.49,Online,Ship,Delhivery,Germany,Munich,COD,Success,Placed,,FESTIVE15,YouTube,STR002,,0,
TX20250000311,2025-04-27 01:07:00,CUST100088,Enterprise,PROD1003,Headphones,Electronics,9025.63,2,0.0,0.12,0.0,18051.26,0.0,2166.15,20217.41,Marketplace,Pickup,,Canada,Toronto,Amex,Success,Delivered,,EMAIL_NEWS,Direct,STR002,,0,
TX20250000312,2025-01-12 12:30:00,CUST101225,Enterprise,PROD1004,Camera,Electronics,101970.41,2,0.0,0.05,0.0,203940.82,0.0,10197.04,214137.86,Online,Digital,,India,Mumbai,UPI,Success,Shipped,,EMAIL_NEWS,LinkedIn,STR003,,0,
TX20250000313,2025-05-14 10:01:00,CUST100741,Retail,PROD1002,Tablet,Electronics,52962.67,1,0.0,0.12,99.0,52962.67,0.0,6355.52,59417.19,Store,Pickup,,Canada,Calgary,UPI,Success,Refunded,,EMAIL_NEWS,Facebook,STR004,SR1003,1,Late delivery
TX20250000314,2025-01-10 01:10:00,CUST100366,SME,PROD1008,Monitor,Electronics,69357.3,3,0.0,0.18,49.0,208071.9,0.0,37452.94,245573.84,Marketplace,Pickup,,UK,Birmingham,PayPal,Success,Confirmed,,EMAIL_NEWS,Direct,STR001,,0,
TX20250000315,2025-05-17 02:20:00,CUST100914,Corporate,PROD1001,Phone,Electronics,18560.49,1,0.0,0.05,79.0,18560.49,0.0,928.02,19567.51,Marketplace,Pickup,,Canada,Toronto,Visa,Refunded,Cancelled,,EMAIL_NEWS,Direct,STR001,,0,
TX20250000316,2025-09-09 00:03:00,CUST100965,Enterprise,PROD1001,Phone,Electronics,63087.5,1,0.0,0.05,0.0,63087.5,0.0,3154.38,66241.88,Store,Ship,UPS,UK,London,UPI,Success,Returned,,SOCIAL_ADS,Instagram,STR001,SR1001,1,Late delivery
TX20250000317,2025-08-09 19:35:00,CUST101311,Enterprise,PROD1007,Mouse,Accessories,3351.43,2,0.0,0.05,0.0,6702.86,0.0,335.14,7038.0,MobileApp,Digital,,Canada,Montreal,MasterCard,Failed,Shipped,,SOCIAL_ADS,Facebook,STR004,,0,
TX20250000318,2025-04-26 02:06:00,CUST100347,Retail,PROD1005,Smart Watch,Wearables,19578.9,2,0.0,0.05,49.0,39157.8,0.0,1957.89,41164.69,Online,Ship,UPS,India,Pune,PayPal,Success,Delivered,,SUMMER_SALE,,,,0,
TX20250000319,2025-05-13 22:01:00,CUST100184,SME,PROD1011,Desk Lamp,Home,1322.54,2,0.1,0.18,79.0,2645.08,264.51,428.5,2888.07,Store,Pickup,,UK,Manchester,UPI,Success,Returned,LOYALTY,,Instagram,STR002,SR1003,1,Size/fit issue
TX20250000320,2025-08-03 23:38:00,CUST100218,Retail,PROD1008,Monitor,Electronics,57991.65,1,0.1,0.12,79.0,57991.65,5799.17,6263.1,58534.58,Store,Ship,Delhivery,Canada,Montreal,COD,Pending,Delivered,WELCOME,DIWALI2025,Affiliate,STR002,SR1002,0,
TX20250000321,2025-06-30 17:36:00,CUST101395,Enterprise,PROD1014,Power Bank,Accessories,6745.33,2,0.0,0.18,79.0,13490.66,0.0,2428.32,15997.98,Online,Pickup,,India,Pune,Visa,Success,Refunded,,SOCIAL_ADS,Facebook,STR002,,1,
TX20250000322,2025-07-10 20:51:00,CUST100844,SME,PROD1008,Monitor,Electronics,28345.62,1,0.0,0.18,0.0,28345.62,0.0,5102.21,33447.83,Online,Digital,,UK,Manchester,MasterCard,Success,Delivered,,NEW_USER10,Direct,STR004,,0,
TX20250000323,2025-02-03 19:47:00,CUST100365,Enterprise,PROD1005,Smart Watch,Wearables,26464.11,2,0.0,0.12,0.0,52928.22,0.0,6351.39,59279.61,MobileApp,Digital,,UK,Manchester,,Pending,Refunded,,SOCIAL_ADS,Facebook,STR001,,1,Late delivery
TX20250000324,2025-06-29 05:41:00,CUST100495,SME,PROD1003,Headphones,Electronics,14302.28,6,0.15,0.05,99.0,85813.68,12872.05,3647.08,76687.71,MobileApp,Ship,Delhivery,Canada,Montreal,Visa,Success,Returned,SAVE5,FESTIVE15,,STR004,,1,
TX20250000325,2025-05-17 08:00:00,CUST100987,SME,PROD1009,Printer,Office,37164.22,1,0.0,0.12,0.0,37164.22,0.0,4459.71,41623.93,Marketplace,Digital,,UK,Leeds,MasterCard,Success,Delivered,,DIWALI2025,Facebook,STR004,,0,
TX20250000326,2025-08-30 07:20:00,CUST100262,Retail,PROD1008,Monitor,Electronics,75311.1,2,0.0,0.12,0.0,150622.2,0.0,18074.66,168696.86,Marketplace,Digital,,India,Chennai,Amex,Success,Shipped,,,Affiliate,STR002,,0,
TX20250000327,2025-08-02 07:48:00,CUST101411,Retail,PROD1000,Laptop,Electronics,101393.36,1,0.0,0.18,0.0,101393.36,0.0,18250.8,119644.16,MobileApp,Pickup,,Canada,Toronto,MasterCard,Success,Shipped,,FESTIVE15,Instagram,STR001,,0,
TX20250000328,2025-06-09 11:00:00,CUST100551,Enterprise,PROD1009,Printer,Office,22174.2,1,0.0,0.12,99.0,22174.2,0.0,2660.9,24934.1,Store,Ship,Delhivery,Germany,Frankfurt,MasterCard,Success,Delivered,,NEW_USER10,Affiliate,STR002,SR1001,0,
TX20250000329,2025-05-09 12:50:00,CUST101179,Corporate,PROD1013,SSD 1TB,Storage,4105.68,1,0.15,0.05,99.0,4105.68,615.85,174.49,3763.32,Store,Ship,FedEx,Canada,Calgary,Cash,Success,Cancelled,WELCOME,DIWALI2025,,STR002,SR1003,0,
TX20250000330,2025-02-27 13:35:00,CUST100275,SME,PROD1012,Router,Networking,8473.83,4,0.05,0.12,0.0,33895.32,1694.77,3864.07,36064.62,Store,Pickup,,Canada,Toronto,Amex,Success,Confirmed,WELCOME,EMAIL_NEWS,Instagram,STR004,,0,
TX20250000331,2025-08-23 04:04:00,CUST100685,SME,PROD1005,Smart Watch,Wearables,23959.84,4,0.0,0.12,0.0,95839.36,0.0,11500.72,107340.08,Store,Pickup,,India,Kolkata,Visa,Pending,Refunded,,FESTIVE15,Google,STR003,SR1002,1,Wrong item delivered
TX20250000332,2025-08-12 15:27:00,CUST100665,Enterprise,PROD1012,Router,Networking,19897.14,4,0.0,0.18,199.0,79588.56,0.0,14325.94,94113.5,Marketplace,Ship,BlueDart,Germany,Hamburg,UPI,Refunded,Cancelled,,DIWALI2025,YouTube,,,0,
TX20250000333,2025-07-26 17:02:00,CUST100162,Corporate,PROD1005,Smart Watch,Wearables,6445.06,3,0.1,0.05,79.0,19335.18,1933.52,870.08,18350.74,Store,Pickup,,UK,Birmingham,UPI,Success,Returned,SAVE10,SOCIAL_ADS,Affiliate,STR004,SR1001,1,Not as described
TX20250000334,2025-05-02 22:49:00,CUST100047,Corporate,PROD1011,Desk Lamp,Home,2339.96,1,0.0,0.05,0.0,2339.96,0.0,117.0,2456.96,Store,Ship,UPS,USA,San Francisco,Amex,Success,Returned,,,,STR004,,1,Late delivery
TX20250000335,2025-01-13 20:31:00,CUST100212,SME,PROD1009,Printer,Office,34671.0,5,0.05,0.05,0.0,173355.0,8667.75,8234.36,172921.61,Online,Digital,,Germany,Hamburg,MasterCard,Success,Delivered,SAVE10,SUMMER_SALE,Google,STR004,,0,
TX20250000336,2025-01-11 09:14:00,CUST100058,Retail,PROD1010,Office Chair,Furniture,5437.78,3,0.0,0.12,49.0,16313.34,0.0,1957.6,18319.94,Store,Pickup,,Germany,Hamburg,UPI,Success,Returned,,SUMMER_SALE,Affiliate,STR004,SR1002,1,Size/fit issue
TX20250000337,2025-03-19 17:21:00,CUST100711,Enterprise,PROD1008,Monitor,Electronics,28998.47,7,0.05,0.05,49.0,202989.29,10149.46,9641.99,202530.82,Online,Pickup,,UK,Birmingham,Amex,Success,Placed,SAVE15,FESTIVE15,Google,STR002,,0,
TX20250000338,2025-04-23 23:20:00,CUST100960,Retail,PROD1011,Desk Lamp,Home,2143.9,5,0.1,0.12,99.0,10719.5,1071.95,1157.71,10904.26,Marketplace,Pickup,,India,Kolkata,PayPal,Success,Delivered,WELCOME,FESTIVE15,LinkedIn,STR001,,0,
TX20250000339,2025-08-21 14:17:00,CUST101148,Enterprise,PROD1006,Keyboard,Accessories,5270.53,1,0.2,0.05,0.0,5270.53,1054.11,210.82,4427.24,MobileApp,Digital,,Germany,Frankfurt,MasterCard,Success,Delivered,,FESTIVE15,Instagram,STR002,,0,
TX20250000340,2025-02-15 07:45:00,CUST101089,SME,PROD1006,Keyboard,Accessories,6323.36,3,0.0,0.05,79.0,18970.08,0.0,948.5,19997.58,Online,Ship,UPS,USA,Austin,Visa,Success,Delivered,,DIWALI2025,Facebook,STR002,,0,
TX20250000341,2025-08-23 21:27:00,CUST100039,Corporate,PROD1000,Laptop,Electronics,44317.37,1,0.0,0.18,99.0,44317.37,0.0,7977.13,52393.5,Online,Ship,FedEx,India,Pune,MasterCard,Success,Delivered,,,Google,,,0,
TX20250000342,2025-01-27 17:30:00,CUST101010,Corporate,PROD1005,Smart Watch,Wearables,18372.81,1,0.0,0.12,49.0,18372.81,0.0,2204.74,20626.55,Store,Pickup,,UK,Leeds,NetBanking,Success,Confirmed,,EMAIL_NEWS,Google,STR001,SR1002,0,
TX20250000343,2025-06-14 00:55:00,CUST100803,Retail,PROD1008,Monitor,Electronics,57403.0,1,0.0,0.12,0.0,57403.0,0.0,6888.36,64291.36,MobileApp,Ship,FedEx,UK,Leeds,Cash,Success,Delivered,,DIWALI2025,Affiliate,STR001,,0,
TX20250000344,2025-04-18 14:24:00,CUST100068,Corporate,PROD1007,Mouse,Accessories,4662.28,1,0.0,0.18,0.0,4662.28,0.0,839.21,5501.49,Online,Digital,,USA,Seattle,Amex,Refunded,Returned,,SOCIAL_ADS,,STR004,,1,Wrong item delivered
TX20250000345,2025-05-24 07:00:00,CUST101066,Retail,PROD1004,Camera,Electronics,139190.51,6,0.0,0.12,0.0,835143.06,0.0,100217.17,935360.23,Store,Ship,Delhivery,UK,London,COD,Success,Confirmed,,NEW_USER10,,STR002,SR1002,0,
TX20250000346,2025-03-05 09:33:00,CUST101197,Retail,PROD1006,Keyboard,Accessories,2030.27,3,0.1,0.05,79.0,6090.81,609.08,274.09,5834.82,Online,Ship,FedEx,Canada,Calgary,NetBanking,Success,Delivered,,SUMMER_SALE,Affiliate,,,0,
TX20250000347,2025-06-04 01:40:00,CUST101266,SME,PROD1014,Power Bank,Accessories,3064.14,2,0.0,0.18,99.0,6128.28,0.0,1103.09,7330.37,Online,Ship,FedEx,UK,Manchester,NetBanking,Failed,Placed,,NEW_USER10,LinkedIn,STR003,,0,
TX20250000348,2025-02-27 21:11:00,CUST100395,Retail,PROD1011,Desk Lamp,Home,4626.96,1,0.15,0.12,49.0,4626.96,694.04,471.95,4453.87,Store,Ship,Delhivery,UK,London,UPI,Success,Shipped,,SUMMER_SALE,Google,STR003,SR1002,0,
TX20250000349,2025-03-16 15:50:00,CUST100959,SME,PROD1013,SSD 1TB,Storage,10656.75,2,0.0,0.18,0.0,21313.5,0.0,3836.43,25149.93,MobileApp,Ship,Delhivery,Canada,Vancouver,UPI,Failed,Shipped,,,YouTube,STR001,,0,
TX20250000350,2025-04-21 03:19:00,CUST100038,SME,PROD1012,Router,Networking,17432.32,1,0.0,0.18,79.0,17432.32,0.0,3137.82,20649.14,MobileApp,Pickup,,India,Kolkata,MasterCard,Success,Delivered,,SUMMER_SALE,Instagram,STR002,,0,
TX20250000351,2025-02-23 07:38:00,CUST100839,SME,PROD1001,Phone,Electronics,8279.99,3,0.0,0.05,99.0,24839.97,0.0,1242.0,26180.97,Online,Ship,DHL,USA,San Francisco,COD,Success,Delivered,,,YouTube,STR003,,0,
TX20250000352,2025-01-20 16:54:00,CUST101076,SME,PROD1000,Laptop,Electronics,127426.25,2,0.05,0.12,0.0,254852.5,12742.62,29053.19,271163.07,MobileApp,Digital,,India,Delhi,,Pending,Shipped,,EMAIL_NEWS,Direct,STR003,,0,
TX20250000353,2025-08-17 15:57:00,CUST100124,SME,PROD1008,Monitor,Electronics,53164.71,3,0.05,0.18,79.0,159494.13,7974.71,27273.5,178871.92,Marketplace,Pickup,,India,Pune,UPI,Success,Cancelled,SAVE5,,Facebook,STR004,,0,
TX20250000354,2025-03-23 18:30:00,CUST100207,Corporate,PROD1008,Monitor,Electronics,7926.36,1,0.05,0.12,0.0,7926.36,396.32,903.6,8433.64,MobileApp,Ship,UPS,Canada,Vancouver,UPI,Refunded,Refunded,SAVE15,DIWALI2025,Direct,STR004,,1,
TX20250000355,2025-06-01 12:11:00,CUST101381,Enterprise,PROD1011,Desk Lamp,Home,4838.44,4,0.1,0.18,49.0,19353.76,1935.38,3135.31,20602.69,Marketplace,Ship,UPS,USA,San Francisco,UPI,Success,Delivered,SAVE15,FESTIVE15,Affiliate,STR002,,0,
TX20250000356,2025-06-25 12:35:00,CUST101126,SME,PROD1013,SSD 1TB,Storage,4540.2,4,0.0,0.12,0.0,18160.8,0.0,2179.3,20340.1,Marketplace,Digital,,Germany,Hamburg,UPI,Success,Shipped,,EMAIL_NEWS,Instagram,STR002,,0,
TX20250000357,2025-03-04 19:48:00,CUST100926,Enterprise,PROD1006,Keyboard,Accessories,4986.69,4,0.2,0.05,149.0,19946.76,3989.35,797.87,16904.28,Online,Pickup,,Canada,Toronto,UPI,Refunded,Returned,SAVE15,NEW_USER10,Facebook,STR001,,1,Damaged item
TX20250000358,2025-02-14 00:16:00,CUST100044,SME,PROD1014,Power Bank,Accessories,4716.59,2,0.0,0.18,79.0,9433.18,0.0,1697.97,11210.15,MobileApp,Ship,UPS,India,Ahmedabad,MasterCard,Success,Delivered,,SUMMER_SALE,Facebook,STR002,,0,
TX20250000359,2025-02-16 13:59:00,CUST100615,Retail,PROD1009,Printer,Office,19737.15,3,0.05,0.12,0.0,59211.45,2960.57,6750.11,63000.99,MobileApp,Digital,,India,Chennai,PayPal,Success,Cancelled,,SOCIAL_ADS,Direct,STR004,,0,
TX20250000360,2025-09-06 19:09:00,CUST100615,Retail,PROD1011,Desk Lamp,Home,2406.36,1,0.0,0.18,99.0,2406.36,0.0,433.14,2938.5,Marketplace,Ship,DHL,India,Chennai,MasterCard,Failed,Confirmed,,EMAIL_NEWS,Facebook,STR004,,0,
TX20250000361,2025-08-25 05:16:00,CUST100023,Enterprise,PROD1000,Laptop,Electronics,132961.69,4,0.0,0.12,99.0,531846.76,0.0,63821.61,595767.37,Online,Pickup,,Canada,Vancouver,MasterCard,Success,Shipped,,SOCIAL_ADS,YouTube,STR003,,0,
